"bund_nr","team","datum","status","re_form","re_lage","neigung","exposition","anmerkung"
50113,"Pahlke / Milbert",2006-01-01,0,"ks","-9",0,"nw","GD BodenProfil Archivnummer: 863"
50114,"Heilmann / Siegert",2006-01-01,0,"hh","u",18,"n","GD BodenProfil Archivnummer:  37"
50115,"Heilmann / Siegert",2006-01-01,0,"hf","-9",3,"fla","GD BodenProfil Archivnummer:  31"
50116,"Pahlke / Milbert / Gommer",2006-01-01,0,"ks","-9",2,"n","GD BodenProfil Archivnummer: 862"
50117,"Pahlke / Milbert",2006-01-01,0,"ks","-9",1,"nw","GD BodenProfil Archivnummer: 859"
50118,"Pahlke / Milbert / Gommer",2006-01-01,0,"tsm","-9",3,"no","GD BodenProfil Archivnummer: 909"
50119,"Heilmann / Siegert",2006-01-01,0,"hh","o",27,"so","GD BodenProfil Archivnummer:  26"
50120,"Heilmann / Siegert",2006-01-01,0,"kh","-9",5,"fla","GD BodenProfil Archivnummer:  81"
50121,"Heilmann / Siegert",2006-01-01,0,"ks","-9",2,"n","GD BodenProfil Archivnummer:  79"
50122,"Pahlke / Milbert",2006-01-01,0,"ks","-9",8,"so","GD BodenProfil Archivnummer: 861"
80170,"Buberl, H./Marks, U. /Niederberger, R.",2007-07-31,0,"-1","-9",7,"nw",NA
50123,"Pahlke",2006-01-01,0,"ksf","z",1,"fla","GD BodenProfil Archivnummer: 887
Einfluß durch Truppenübungsplatz; 30 cm tief gepflügt;
Satellit 7: Wasser ab 90 cm
Satellit 6: Wasser ab 65 cm"
50124,"Pahlke / Milbert / Gommer",2006-01-01,0,"hh","m",0,"sw","GD BodenProfil Archivnummer: 889"
50125,"Pahlke / Milbert",2006-01-01,0,"ks","-9",0,"fla","GD BodenProfil Archivnummer: 907"
50126,"Pahlke / Koch",2006-01-01,0,"hh","o",18,"n","GD BodenProfil Archivnummer: 856"
50127,"Pahlke / Koch",2006-01-01,0,"hh","o",12,"nw","GD BodenProfil Archivnummer: 894
im Bereich der Satelliten 3 und 4 sehr alte, mit Mineralboden vermischte Meilerplatte noch schwach morphologisch und bodenkundlich erkennbar.
Satellit 1:Bohrtiefe 2 * 9,0 dm
Satellit 2:Bohrtiefe  9,0 und 6,0 dm
Satelli"
50128,"Pahlke / Milbert",2006-01-01,0,"hh","m",15,"n","GD BodenProfil Archivnummer: 899"
50129,"Betzer / Koch",2006-01-01,0,"hh","u",19,"n","GD BodenProfil Archivnummer: 456"
50130,"Pahlke / Koch",2006-01-01,0,"hh","m",12,"n","GD BodenProfil Archivnummer: 864"
50131,"Pahlke / Koch",2006-01-01,0,"hh","m",3,"sw","GD BodenProfil Archivnummer: 869"
50132,"Pahlke / Milbert",2006-01-01,0,"hh","z",0,"nw","GD BodenProfil Archivnummer: 886"
50133,"Pahlke / Milbert",2006-01-01,0,"hf","m",0,"o","GD BodenProfil Archivnummer: 895"
50134,"Betzer / Koch",2006-01-01,0,"hh","m",2,"nw","GD BodenProfil Archivnummer: 457"
50135,"Pahlke / Koch",2006-01-01,0,"hf","-9",2,"n","GD BodenProfil Archivnummer: 867"
50136,"Pahlke / Koch",2006-01-01,0,"kh","-9",3,"s","GD BodenProfil Archivnummer: 870"
50137,"Pahlke / Milbert",2006-01-01,0,"hh","o",6,"nw","GD BodenProfil Archivnummer: 892"
50138,"Pahlke / Koch",2006-01-01,0,"-1","-9",0,"w","GD BodenProfil Archivnummer: 873"
50139,"Pahlke / Koch",2006-01-01,0,"hh","m",5,"w","GD BodenProfil Archivnummer: 874"
50140,"Pahlke / Milbert",2006-01-01,0,"hh","m",10,"no","GD BodenProfil Archivnummer: 881"
50141,"Dickhof",2007-04-18,19,"hh","u",40,"-2","GD BodenProfil Archivnummer:  84"
50142,"Richter",2006-05-30,19,"ks","-9",0,"-2","GD BodenProfil Archivnummer:  87"
50143,"Koch",2007-05-18,19,"ks","-9",0,"-2","GD BodenProfil Archivnummer:  85
Hangneigung ""17 gon"" fehlerhaft: GD-Kartierer: 1° - paßt zur Angabe ""Hangrichtung flach""!"
50144,"Richter",2006-08-15,19,"hh","o",0,"-2","GD BodenProfil Archivnummer:  88"
50145,"Siegert",2006-09-27,19,"ks","-9",12,"-2","GD BodenProfil Archivnummer:  89"
50146,"Milbert/Busch",2006-09-18,11,"hh","o",7,"-1","GD BodenProfil Archivnummer:  86"
60001,"Drolshagen",2006-06-12,0,"hh","m",15,"s","-"
60002,"Drolshagen",2006-06-12,0,"hh","m",13,"w","-"
60003,"Fahrig",2008-04-04,0,"hh","o",10,"sw","-"
60004,"Rosenberger",2006-10-12,0,"hh","m",6,"no","-"
60005,"Drolshagen",2006-04-20,0,"hh","m",4,"so","-"
60006,"Rosenberger",2006-09-21,0,"hh","m",25,"w","bei BZE II gg. BZE I verlegt!"
60007,"Fahrig",2008-05-20,0,"hh","m",12,"no","-"
60008,"Fahrig",2008-05-21,0,"hh","o",10,"nw","-"
60009,"Fahrig",2008-04-22,0,"ts","r",1,"sw","-"
60010,"DrolshagenRosenberger",2006-05-22,0,"hh","o",10,"n","-"
60011,"Fahrig",2008-08-11,0,"kh","k",2,"w","-"
60013,"Rosenberger",2006-05-31,0,"hh","m",19,"w","-"
60014,"Fahrig",2007-10-17,0,"hh","o",6,"nw","-"
60015,"FahrigKasel",2007-10-15,0,"hh","u",13,"no","-"
60016,"Rosenberger",2006-04-19,0,"hh","m",4,"s","-"
60017,"Rosenberger",2006-09-05,0,"hh","o",9,"no","-"
60018,"Rosenberger",2008-04-01,0,"kh","o",4,"w","-"
60019,"Fahrig",2008-05-15,0,"hh","u",4,"w","-"
60020,"Fahrig",2007-10-24,0,"hh","m",9,"n","-"
60021,"Rosenberger",2006-09-06,0,"hh","m",31,"so","keine Bestockungsaufnahme"
60022,"FahrigRosenberger",2007-04-25,0,"kh","k",3,"s","-"
60023,"FahrigRosenberger",2008-10-01,0,"hh","m",2,"s","-"
60024,"FahrigRosenberger",2007-06-28,0,"kh","k",4,"w","-"
60025,"FahrigRosenberger",2007-07-03,0,"hh","u",19,"n","-"
60026,"Fahrig",2007-06-04,0,"hh","u",12,"so","-"
60027,"Fahrig",2007-10-11,0,"hh","o",10,"nw","-"
60028,"FahrigHornung",2007-11-29,0,"hh","m",7,"sw","Prof01(BOFA28/54) = BZE I+II am WZE-Mittelpunkt (BZE II-Analytik wird unterdrückt).-- Prof02 (BOFA201/116) = BZE II am Mittelpunkt der Bestockungsaufnahme/Satelliten, 150m oberhalb von Prof01"
60029,"DrolshagenRosenberger",2006-10-10,0,"hh","m",9,"s","-"
60030,"Fahrig",2008-04-24,0,"th","u",6,"s","-"
60031,"Fahrig",2007-07-04,0,"hh","m",7,"s","-"
60032,"Fahrig",2007-07-05,0,"hh","m",14,"n","-"
60033,"Fahrig",2007-07-31,0,"hh","m",19,"so","-"
60034,"Rosenberger",2006-10-05,0,"hh","u",19,"w","-"
60035,"Rosenberger",2006-09-28,0,"hh","m",26,"no","-"
60036,"Rosenberger",2006-06-07,0,"hh","u",15,"nw","-"
60037,"DrolshagenRosenberger",2006-07-04,0,"kh","k",2,"no","-"
60038,"Rosenberger",2006-08-01,0,"hh","a",15,"so","-"
60039,"Fahrig",2008-10-14,0,"hh","u",4,"no","keine Bestockungsaufnahme"
60040,"Drolshagen",2006-06-13,0,"th","g",2,"nw","-"
60041,"FahrigKasel",2007-06-20,0,"ts","z",1,"fla","-"
60042,"Fahrig",2007-06-20,0,"kh","z",2,"sw","-"
60043,"Fahrig",2007-05-31,0,"ts","z",0,"fla","-"
60044,"Fahrig",2008-08-21,0,"ts","z",0,"fla","-"
60045,"Rosenberger",2006-10-17,0,"hh","o",7,"so","-"
60046,"EmmerichFahrig",2007-05-30,0,"hh","u",7,"no","-"
60047,"FahrigRosenberger",2007-06-13,0,"ts","z",0,"fla","-"
60048,"FahrigKasel",2007-06-19,0,"th","z",3,"w","-"
60049,"Fahrig",2007-06-18,0,"ts","z",1,"n","-"
60050,"Rosenberger",2008-06-16,0,"th","z",2,"w","-"
60051,"Fahrig",2008-04-21,0,"ts","z",0,"fla","-"
60052,"Fahrig",2007-07-11,0,"hh","o",7,"o","-"
60053,"Fahrig",2007-03-01,0,"hh","m",9,"n","-"
60054,"Fahrig",2007-07-12,0,"hh","m",5,"n","-"
60055,"Fahrig",2007-07-10,0,"hh","m",4,"o","-"
60056,"Fahrig",2007-04-26,0,"hh","m",4,"w","-"
60057,"HornungGuillet",2008-07-24,0,"hh","m",8,"s","keine Bestockungsaufnahme, keine Baumbeprobung"
60058,"Fahrig",2008-08-20,0,"hh","m",7,"s","-"
60059,"Fahrig",2007-10-31,0,"hh","m",15,"sw","-"
60060,"Fahrig",2007-08-23,0,"hh","o",19,"so","-"
60061,"Fahrig",2007-08-22,0,"hh","m",7,"so","-"
60062,"Fahrig",2007-07-16,0,"hh","u",9,"sw","-"
60063,"Fahrig",2007-07-18,0,"hh","o",18,"no","-"
60064,"Fahrig",2007-07-17,0,"hh","u",15,"s","-"
60065,"Fahrig",2007-05-09,0,"hh","k",9,"so","-"
60066,"Fahrig",2007-07-19,0,"hh","m",14,"nw","-"
60067,"Fahrig",2007-08-21,0,"hs","m",8,"n","-"
60068,"Fahrig",2007-07-18,0,"hh","o",18,"n","-"
60069,"Fahrig",2007-07-25,0,"hh","o",9,"o","-"
60070,"Fahrig",2007-07-25,0,"hh","m",9,"nw","-"
60071,"Fahrig",2007-09-10,0,"hh","a",9,"sw","-"
60072,"Fahrig",2008-05-02,0,"hh","m",21,"no","-"
60073,"Fahrig",2007-07-24,0,"hh","m",27,"n","-"
90098,"-2",1970-01-01,25,"-2","-9",-2,"-2",NA
60074,"Fahrig",2007-07-26,0,"hh","o",18,"s","-"
60075,"Fahrig",2007-07-24,0,"hh","z",7,"w","-"
60076,"Fahrig",2007-07-23,0,"kh","r",1,"fla","-"
60077,"FahrigKaselRosenberger",2007-12-13,0,"hh","o",12,"n","-"
60078,"Fahrig",2007-09-11,0,"hh","m",28,"nw","-"
60079,"Rosenberger",2006-09-11,0,"hh","u",9,"w","-"
60080,"RosenbergerSabel",2006-09-13,0,"hh","u",15,"n","-"
60081,"Fahrig",2007-09-04,0,"hh","o",3,"w","-"
60082,"Rosenberger",2006-10-26,0,"hh","o",27,"so","-"
60083,"Rosenberger",2007-03-15,0,"hh","m",28,"n","-"
60084,"Fahrig",2008-05-26,0,"hs","f",21,"s","-"
60085,"Rosenberger",2006-09-14,0,"hh","o",11,"w","-"
60086,"Fahrig",2007-09-18,0,"hh","o",10,"w","-"
60087,"DrolshagenRosenberger",2006-10-31,0,"hh","m",6,"s","-"
60088,"Rosenberger",2007-03-08,0,"hh","u",9,"sw","-"
60089,"Fahrig",2007-05-03,0,"hh","u",10,"sw","-"
60090,"Fahrig",2007-05-14,0,"hh","m",2,"w","-"
60091,"FahrigKaselRosenberger",2007-05-02,0,"hh","m",20,"so","-"
60092,"FahrigKaselRosenberger",2007-12-12,0,"hh","o",2,"n","-"
60093,"Fahrig",2007-09-13,0,"hh","m",9,"nw","-"
60094,"Fahrig",2007-08-14,0,"hh","m",28,"n","-"
60095,"Rosenberger",2007-05-08,0,"hh","o",12,"sw","-"
60096,"Fahrig",2007-09-17,0,"hf","r",12,"w","-"
60097,"Rosenberger",2007-03-14,0,"hh","m",9,"s","-"
60098,"Fahrig",2007-08-28,0,"hh","m",14,"w","-"
60099,"Fahrig",2007-09-12,0,"hh","m",4,"w","-"
60100,"Rosenberger",2007-05-07,0,"hh","o",9,"n","-"
60101,"Fahrig",2008-05-27,0,"hh","o",3,"s","-"
60102,"Fahrig",2008-05-28,0,"hh","u",11,"n","-"
60103,"Rosenberger",2006-09-12,0,"hh","m",17,"s","-"
60104,"Fahrig",2007-06-05,0,"ts","z",2,"nw","-"
60105,"Fahrig",2007-10-25,0,"hh","m",2,"so","-"
60106,"Fahrig",2008-04-10,0,"hh","u",10,"so","-"
60107,"Rosenberger",2008-09-29,0,"hh","o",10,"w","-"
60108,"Rosenberger",2008-10-02,0,"hh","m",7,"s","-"
60109,"Drolshagen",2006-10-09,0,"hh","o",10,"n","-"
60110,"Fahrig",2008-04-17,0,"hh","o",4,"s","keine Bestockungsaufnahme"
60111,"Fahrig",2006-05-04,0,"hh","u",14,"w","-"
60112,"Emmerich",2006-05-02,0,"hh","m",14,"so","-"
60113,"Fahrig",2007-10-22,0,"hf","u",2,"so","-"
60114,"Rosenberger",2006-07-20,0,"hr","o",9,"o","keine Bestockungsaufnahme"
60115,"Rosenberger",2006-07-10,0,"kh","k",5,"sw","-"
60116,"Fahrig",2007-11-01,0,"hh","o",6,"s","-"
60117,"Rosenberger",2006-10-19,0,"hh","m",26,"sw","-"
60118,"DrolshagenRosenberger",2006-10-07,0,"hh","u",14,"sw","-"
60119,"Fahrig",2007-09-05,0,"hh","u",7,"s","-"
60120,"Rosenberger",2006-10-25,0,"hh","o",24,"nw","-"
60121,"KaselRosenberger",2006-03-23,0,"ts","z",1,"fla","-"
60122,"Fahrig",2007-08-02,0,"hh","o",20,"nw","-"
60123,"Hornung",2008-09-10,0,"hh","o",7,"sw","bei BZE II gg. BZE I verlegt!"
60124,"Rosenberger",2006-05-11,0,"hh","o",9,"no","keine Bestockungsaufnahme"
60125,"Rosenberger",2006-05-10,0,"hh","o",9,"s","keine Baumbeprobung (Nebenbaumart)"
60126,"Rosenberger",2006-07-11,0,"hh","u",19,"sw","-"
60127,"Rosenberger",2006-07-25,0,"hh","u",24,"s","keine Bestockungsaufnahme"
60128,"Rosenberger",2006-07-05,0,"hh","o",14,"sw","-"
60129,"EmmerichRosenberger",2006-05-03,0,"hh","m",3,"so","-"
60130,"FahrigKasel",2007-11-20,0,"hf","f",4,"n","-"
60131,"Rosenberger",2006-07-26,0,"hh","m",24,"so","-"
60132,"Rosenberger",2006-05-17,0,"hh","u",9,"s","-"
60133,"Rosenberger",2006-02-22,0,"hh","m",9,"so","-"
60134,"Rosenberger",2006-06-27,0,"hh","m",3,"nw","Kultur"
60135,"Fahrig",2007-09-03,0,"kh","r",1,"so","-"
60136,"Rosenberger",2006-07-13,0,"hh","o",16,"nw","-"
90099,"-2",1970-01-01,25,"-2","-9",-2,"-2",NA
60137,"FahrigGuillet",2008-07-28,0,"hh","m",4,"n","-"
60138,"FahrigRosenberger",2008-10-15,0,"hh","m",3,"s","-"
60139,"Rosenberger",2006-07-12,0,"hh","u",14,"no","-"
70001,"Blessinger",2006-05-09,0,"khf","o",9,"n",NA
70002,"Rieger",2006-05-29,0,"hh","o",7,"n",NA
70003,"Rieger",2006-04-26,0,"hh","u",30,"w","Doppeleingabe nicht möglich!"
70004,"Rieger",2006-04-25,0,"kh","k",3,"o","Nachbar: Schlüssel 3: Wasserbehälter"
70005,"Rieger",2006-05-05,0,"kh","k",2,"so",NA
70006,"Blessinger",2006-05-24,0,"hh","m",2,"s",NA
70007,"Rieger",2006-04-18,0,"khr","o",4,"n",NA
70008,"Rieger",2006-04-21,0,"hh","o",6,"n",NA
70009,"Rieger",2006-05-30,0,"th","o",2,"nw",NA
70010,"Rieger",2006-04-28,0,"hh","u",17,"so",NA
70011,"Gauer",2006-05-23,0,"khr","g",4,"n",NA
70012,"Rieger",2006-03-16,0,"hh","m",4,"o",NA
70013,"Rieger",2006-05-03,0,"hh","m",24,"s",NA
70014,"Gauer",2006-06-01,0,"hh","m",24,"n",NA
70015,"Rieger",2006-03-30,0,"hh","o",13,"n",NA
70016,"Rieger",2006-03-27,0,"hh","o",7,"n",NA
70017,"Schwind",2006-04-19,0,"hh","m",38,"w",NA
70018,"Schwind",2006-04-20,0,"hh","u",34,"w",NA
70019,"Rieger",2006-04-03,0,"hh","z",36,"o",NA
70020,"Schwind",2006-04-13,0,"hh","m",28,"nw",NA
70021,"Rieger",2006-04-27,0,"hr","u",9,"w",NA
70022,"Gauer",2006-07-21,0,"hf","m",9,"nw",NA
70023,"Gauer",2006-05-16,0,"hh","o",16,"nw",NA
70024,"Schwind",2006-04-04,0,"hh","u",10,"s",NA
70025,"Rieger",2006-04-19,0,"hh","o",7,"nw",NA
70026,"Rieger",2006-03-28,0,"hh","z",36,"so",NA
70027,"Rieger",2006-06-06,0,"hh","m",22,"nw",NA
70028,"Schwind",2006-03-15,0,"kvr","r",17,"o",NA
70029,"Schwind",2005-11-08,0,"khf","z",3,"s",NA
70030,"Schwind",2006-05-02,0,"hh","u",10,"n",NA
70031,"Rieger",2006-06-08,0,"kh","o",12,"n",NA
70032,"Gauer",2006-04-12,0,"hh","m",43,"o",NA
70033,"Schwind",2006-09-27,0,"khf","k",6,"s",NA
70034,"Schwind",2006-04-26,0,"hh","u",13,"s",NA
70035,"Rieger",2006-06-07,0,"kh","o",22,"nw",NA
70036,"Schwind",2006-03-29,0,"hh","m",12,"w",NA
70037,"Rieger",2006-04-04,0,"ksr","k",3,"w",NA
70038,"Blessinger",2006-10-12,0,"hh","z",23,"n",NA
70039,"Schwind",2005-11-14,0,"khr","k",13,"s",NA
70040,"Schwind",2007-01-05,0,"hh","g",16,"so",NA
70041,"Rieger",2006-05-16,0,"hh","o",6,"nw",NA
70042,"Rieger",2006-05-04,0,"hh","m",6,"o",NA
70043,"Blessinger",2006-10-13,0,"hh","m",34,"s",NA
70044,"Schwind",2006-03-30,0,"hh","m",20,"n",NA
70045,"Schwind",2006-03-28,0,"hh","o",38,"nw",NA
70046,"Gauer",2006-06-07,0,"hh","o",10,"nw",NA
70047,"Gauer",2006-09-11,0,"hh","u",20,"so",NA
70048,"Blessinger",2006-05-09,0,"th","z",19,"so",NA
70049,"Blessinger",2006-05-08,0,"ks","z",8,"n",NA
70050,"Rieger",2006-05-15,0,"tss","u",2,"s",NA
70051,"Blessinger",2006-05-23,0,"ksf","z",2,"sw",NA
70052,"Blessinger",2006-05-04,0,"hh","o",10,"w",NA
70053,"Blessinger",2006-05-16,0,"hh","m",12,"sw",NA
70054,"Schwind",2005-11-15,0,"hh","o",20,"nw",NA
70055,"Rieger",2006-03-29,0,"hh","m",17,"w",NA
70056,"Blessinger",2006-06-13,0,"hh","u",4,"nw",NA
70057,"Blessinger",2006-06-16,0,"hh","m",2,"s",NA
70058,"Blessinger",2006-05-17,0,"hh","m",28,"n",NA
70059,"Schwind",2005-11-11,0,"hh","m",14,"no",NA
70060,"Blessinger",2006-05-10,0,"kh","o",2,"nw",NA
70061,"Blessinger",2006-05-02,0,"hh","t",42,"s",NA
70062,"Blessinger",2006-11-28,0,"hh","m",28,"nw",NA
70063,"Blessinger",2006-06-14,0,"hh","o",4,"so",NA
70064,"Gauer",2006-08-07,0,"hh","u",34,"n",NA
70065,"Blessinger",2006-05-19,0,"ksr","z",12,"s",NA
70066,"Gauer",2006-09-12,0,"hr","o",7,"no",NA
70067,"Blessinger",2006-12-06,0,"hh","m",28,"so",NA
70068,"Blessinger",2006-10-05,0,"hh","m",3,"no",NA
70069,"Blessinger",2006-04-25,0,"hh","m",52,"s",NA
70070,"Blessinger",2006-04-13,0,"hh","m",2,"nw",NA
70071,"Blessinger",2006-04-10,0,"hh","o",4,"sw",NA
70072,"Blessinger",2006-04-11,0,"hh","m",24,"no",NA
70073,"Blessinger",2006-12-07,0,"hs","o",20,"o",NA
70074,"Blessinger",2006-04-19,0,"hh","u",16,"nw",NA
70075,"Blessinger",2006-11-07,0,"hh","m",27,"so",NA
70076,"Gauer",2006-08-09,0,"hf","o",14,"nw",NA
70077,"Blessinger",2006-10-16,0,"kh","o",21,"o",NA
70078,"Gauer",2006-06-08,0,"khr","z",2,"o",NA
70079,"Blessinger",2006-03-23,0,"hh","o",4,"nw",NA
70080,"Blessinger",2006-06-08,0,"hh","o",7,"no",NA
70081,"Blessinger",2006-10-23,0,"hh","m",2,"s",NA
70082,"Blessinger",2006-03-27,0,"hh","m",12,"sw",NA
70083,"Blessinger",2006-10-27,0,"hh","m",9,"n",NA
70084,"Blessinger",2006-11-02,0,"hh","o",7,"n",NA
70085,"Blessinger",2006-10-19,0,"hh","f",18,"w",NA
70086,"Segatz",2006-05-30,0,"hh","m",29,"s",NA
70087,"Blessinger",2006-06-02,0,"hh","m",2,"sw",NA
70088,"Blessinger",2006-06-07,0,"hh","o",8,"so",NA
70089,"Segatz",2006-05-17,0,"hh","m",22,"nw",NA
70090,"Gauer",2006-08-08,0,"hh","u",26,"s",NA
70091,"Blessinger",2006-06-06,0,"hh","m",8,"sw",NA
70092,"Blessinger",2006-10-09,0,"hh","m",2,"s",NA
70093,"Gauer",2006-09-13,0,"hh","u",24,"w",NA
70094,"Segatz",2006-07-25,0,"hh","m",24,"no",NA
70095,"Segatz",2006-05-15,0,"hh","a",11,"o",NA
70096,"Blessinger",2006-11-06,0,"tsm","u",3,"sw",NA
70097,"Blessinger",2006-10-10,0,"hf","z",3,"w",NA
70098,"Segatz",2006-05-08,0,"ksf","k",0,"fla",NA
70099,"Segatz",2006-05-11,0,"hh","m",11,"n",NA
70100,"Blessinger",2006-05-31,0,"hh","m",7,"s",NA
70101,"Segatz",2006-05-04,0,"hh","m",21,"n",NA
70102,"Segatz",2006-05-10,0,"hh","m",28,"s",NA
70103,"Gauer",2006-03-28,0,"hr","o",12,"nw",NA
70104,"Gauer",2006-03-29,0,"hh","o",11,"sw",NA
70105,"Segatz",2006-06-02,0,"khf","o",7,"so",NA
70106,"Segatz",2006-04-04,0,"hh","o",20,"sw",NA
70107,"Segatz",2006-09-20,0,"hh","o",10,"so",NA
70108,"Segatz",2006-05-02,0,"khr","k",11,"n",NA
70109,"Segatz",2006-06-30,0,"ts","z",0,"fla",NA
70110,"Segatz",2006-10-18,0,"hh","m",23,"n",NA
70111,"Segatz",2006-05-03,0,"hh","o",12,"sw",NA
70112,"Segatz",2006-04-19,0,"hh","m",20,"no",NA
70113,"Segatz",2006-04-03,0,"hr","o",14,"no",NA
70114,"Gauer",2006-04-28,0,"hh","m",28,"no",NA
70115,"Gauer",2006-05-09,0,"hr","o",12,"n",NA
70116,"Gauer",2006-06-10,0,"ts","r",3,"so",NA
70117,"Segatz",2006-07-19,0,"ts","t",0,"fla",NA
70118,"Segatz",2006-09-21,0,"hh","o",39,"n",NA
70119,"Segatz",2006-09-13,0,"hh","u",29,"no",NA
70120,"Segatz",2006-04-18,0,"hh","o",21,"nw",NA
70121,"Segatz",2006-10-17,0,"hh","o",13,"w",NA
70122,"Segatz",2006-08-21,0,"hh","m",13,"s",NA
70123,"Segatz",2006-08-23,0,"hh","m",36,"o",NA
70124,"Segatz",2006-06-07,0,"hh","m",10,"s",NA
70125,"Gauer",2006-04-28,0,"hh","m",21,"nw",NA
70126,"Segatz",2006-09-12,0,"hh","o",21,"s",NA
70127,"Gauer",2006-05-09,0,"hh","o",27,"so",NA
70128,"Segatz",2006-06-19,0,"hh","o",31,"so",NA
70129,"Gauer",2006-03-14,0,"ts","z",1,"o",NA
70130,"Segatz",2006-07-12,0,"hh","m",24,"n",NA
70131,"Segatz",2006-06-22,0,"hf","f",9,"n",NA
70132,"Segatz",2006-06-06,0,"hh","u",23,"so",NA
70133,"Segatz",2006-07-17,0,"ts","z",0,"fla",NA
70134,"Segatz",2006-06-26,0,"hh","m",7,"so",NA
70135,"Segatz",2006-09-14,0,"hh","m",19,"s",NA
70136,"Segatz",2006-06-27,0,"hh","m",22,"n",NA
70137,"Segatz",2006-07-28,0,"ts","z",0,"fla",NA
70138,"Gauer",2006-04-04,0,"ts","z",1,"nw",NA
70139,"Gauer",2006-04-05,0,"hh","m",13,"no",NA
70140,"Segatz",2006-06-29,0,"ksr","k",3,"sw",NA
70141,"Segatz",2006-07-11,0,"ts","t",0,"fla",NA
70142,"Segatz",2006-07-05,0,"hf","m",3,"so",NA
70143,"Segatz",2006-07-10,0,"ts","z",1,"w",NA
70144,"Gauer",2006-05-24,16,"hf","u",14,"n",NA
70145,"Rieger",2006-05-11,16,"hh","u",17,"n",NA
70146,"Schwind",2005-11-22,16,"hh","m",27,"w",NA
70147,"Rieger",2006-04-10,16,"khf","m",13,"n",NA
70148,"Schwind",2006-04-25,16,"hh","m",28,"w",NA
70149,"Gauer",2006-05-31,16,"hh","m",28,"nw",NA
70150,"Schwind",2005-11-21,16,"tsm","r",1,"n",NA
70151,"Schwind",2006-03-24,16,"hh","m",2,"sw",NA
70152,"Schwind",2006-05-03,16,"hh","u",12,"n",NA
70153,"Schwind",2006-10-10,16,"hh","u",34,"s",NA
70154,"Schwind",2006-04-12,16,"hh","m",4,"w",NA
70155,"Schwind",2006-04-06,16,"hh","m",6,"no",NA
70156,"Blessinger",2006-04-20,16,"hh","o",17,"nw",NA
70157,"Rieger",2006-05-10,16,"hh","o",20,"nw",NA
70158,"Rieger",2006-05-12,16,"hh","o",36,"s",NA
70159,"Gauer",2006-04-11,16,"ts","r",1,"so",NA
70160,"Blessinger",2006-04-05,16,"ksr","k",6,"sw",NA
70161,"Segatz",2006-04-07,16,"ksf","k",0,"fla",NA
70162,"Segatz",2006-05-31,16,"ks","s",0,"fla",NA
70163,"Gauer",2006-04-06,15,"tss","r",0,"fla",NA
70164,"Segatz",2006-08-22,12,"ts","z",0,"fla",NA
70165,"Segatz",2006-09-19,16,"hh","o",19,"s",NA
80001,"Buberl, H./Marks, U. /Niederberger, R.",2006-04-19,0,"-1","-9",9,"no",NA
80002,"Buberl, H./Marks, U. /Niederberger, R.",2006-05-03,0,"-1","-9",14,"n",NA
80003,"Buberl, H./Marks, U. /Niederberger, R.",2006-04-27,0,"-1","-9",36,"so",NA
80004,"Buberl, H./Marks, U. /Niederberger, R.",2006-05-04,0,"-1","-9",27,"n",NA
80005,"Buberl, H./Marks, U. /Niederberger, R.",2006-05-22,0,"-1","-9",24,"nw",NA
80006,"Buberl, H./Marks, U. /Niederberger, R.",2006-04-26,0,"-1","-9",31,"w",NA
80007,"Buberl, H./Marks, U. /Niederberger, R.",2006-03-21,0,"-1","-9",13,"nw",NA
80008,"Buberl, H./Marks, U. /Niederberger, R.",2006-06-13,0,"-1","-9",16,"sw",NA
80009,"Buberl, H./Marks, U. /Niederberger, R.",2006-06-14,0,"-1","-9",34,"n",NA
80010,"Buberl, H./Marks, U. /Niederberger, R.",2006-05-04,0,"-1","-9",13,"n",NA
80011,"Buberl, H./Marks, U. /Niederberger, R.",2006-05-22,0,"-1","-9",39,"n",NA
80012,"Buberl, H./Marks, U. /Niederberger, R.",2006-05-23,0,"-1","-9",13,"nw",NA
80013,"Buberl, H./Marks, U. /Niederberger, R.",2006-04-21,0,"-1","-9",29,"o",NA
80014,"Buberl, H./Marks, U. /Niederberger, R.",2006-04-04,0,"-1","-9",31,"sw",NA
80015,"Buberl, H./Marks, U. /Niederberger, R.",2005-11-24,0,"-1","-9",9,"nw",NA
80016,"Buberl, H./Marks, U. /Niederberger, R.",2006-06-01,0,"-1","-9",29,"n",NA
80017,"Buberl, H./Marks, U. /Niederberger, R.",2006-12-07,0,"-1","-9",0,"-2",NA
80018,"Buberl, H./Marks, U. /Niederberger, R.",2007-04-26,0,"-1","-9",23,"n",NA
80019,"Buberl, H./Marks, U. /Niederberger, R.",2006-06-27,0,"-1","-9",7,"o",NA
80020,"Buberl, H./Marks, U. /Niederberger, R.",2006-06-28,0,"-1","-9",4,"no",NA
80021,"Buberl, H./Marks, U. /Niederberger, R.",2006-06-08,0,"-1","-9",17,"nw",NA
80022,"Buberl, H./Marks, U. /Niederberger, R.",2006-06-07,0,"-1","-9",14,"n",NA
80023,"Buberl, H./Marks, U. /Niederberger, R.",2006-04-25,0,"-1","-9",33,"s",NA
80024,"Buberl, H./Marks, U. /Niederberger, R.",2006-05-24,0,"-1","-9",29,"n",NA
80025,"Buberl, H./Marks, U. /Niederberger, R.",2006-06-01,0,"-1","-9",24,"w",NA
80026,"Buberl, H./Marks, U. /Niederberger, R.",2007-10-01,0,"-1","-9",21,"so",NA
