"bund_nr","lfd_nr","zwiesel","bart","alter","alter_methode","d_mess","bhd_hoehe","hoehe","kransatz","azi","hori","kraft","schi"
32080,4,NA,"MBI",NA,1,100,130,NA,NA,"183.33333333333317",363,"4",1
32080,5,NA,"MBI",NA,1,104,130,NA,NA,"168.88888888888872",618,"4",1
32080,6,NA,"MBI",NA,1,114,130,NA,NA,"167.77777777777763",964,"2",1
32080,7,NA,"MBI",NA,1,170,130,176,93,"189.99999999999983",921,"2",1
32080,8,NA,"MBI",NA,1,103,130,NA,NA,"193.33333333333314",1003,"3",1
32080,9,NA,"MBI",NA,1,108,130,NA,NA,"183.33333333333317",1137,"4",1
32080,10,NA,"MBI",NA,1,113,130,NA,NA,"204.44444444444426",358,"3",1
32080,11,NA,"MBI",NA,1,103,130,NA,NA,"207.77777777777757",394,"3",1
32080,12,NA,"MBI",NA,1,191.1,130,NA,NA,"198.88888888888869",482,"2",1
32080,13,NA,"MBI",NA,1,108,130,NA,NA,"188.88888888888872",796,"2",1
32080,14,NA,"STK",NA,1,77,130,56,28,"184.44444444444426",849,NA,2
32080,15,NA,"MBI",NA,1,92,130,NA,NA,"188.88888888888872",1151,"2",1
32080,16,NA,"MBI",NA,1,99,130,NA,NA,"178.88888888888872",1124,"2",1
32080,17,NA,"MBI",NA,1,116,130,NA,NA,"181.11111111111094",1193,"4",1
32080,18,NA,"MBI",NA,1,143,130,NA,NA,"267.77777777777754",247,"3",1
32080,19,NA,"MBI",NA,1,252.2,130,202,89,"249.99999999999977",664,"1",1
32080,20,NA,"STK",NA,1,78,130,70,44,"237.77777777777754",1090,NA,2
32080,21,NA,"MBI",NA,1,194,130,NA,NA,"209.9999999999998",1003,"2",1
32080,22,NA,"MBI",NA,1,120,130,NA,NA,"207.77777777777757",1147,"2",1
32080,23,NA,"MBI",NA,1,104,130,NA,NA,"199.9999999999998",1121,"2",1
32080,24,NA,"MBI",NA,1,230,130,218,127,"327.77777777777749",183,"2",1
32080,25,NA,"MBI",NA,1,224,130,NA,NA,"338.88888888888857",198,"2",1
32080,26,NA,"MBI",NA,1,221.1,130,NA,NA,"379.99999999999966",475,"2",1
32080,27,NA,"MBI",NA,1,151,130,NA,NA,"315.55555555555526",673,"2",1
32080,28,NA,"MBI",NA,1,129,130,NA,NA,"323.33333333333303",833,"2",1
32080,29,NA,"MBI",NA,1,202,130,NA,NA,"283.33333333333309",1169,"1",1
32080,30,NA,"MBI",NA,1,156,130,NA,NA,"275.55555555555532",1156,"2",1
32080,31,NA,"MBI",NA,1,123,130,139,93,"259.99999999999977",1246,NA,2
32080,32,NA,"MBI",NA,1,146,130,NA,NA,"322.22222222222189",1152,"2",1
32080,33,NA,"MBI",NA,1,214,130,NA,NA,"312.22222222222194",1249,"2",1
32080,34,NA,"MBI",NA,1,128,130,NA,NA,"356.66666666666634",833,"4",1
32080,35,NA,"MBI",NA,1,170,130,NA,NA,"354.44444444444412",922,"2",1
32080,36,NA,"MBI",NA,1,210,130,NA,NA,"344.44444444444412",1071,"2",1
32080,37,NA,"MBI",NA,1,162,130,NA,NA,"392.22222222222183",769,"2",1
32080,38,NA,"MBI",NA,1,175,130,NA,NA,"19.999999999999982",217,"2",1
32080,39,NA,"MBI",NA,1,137,130,NA,NA,"381.11111111111074",1141,"3",1
32080,40,NA,"MBI",NA,1,110,130,140,116,"397.77777777777737",896,NA,2
32080,41,NA,"MBI",NA,1,95.1,130,NA,NA,"2.2222222222222201",938,"4",1
32080,42,NA,"MBI",NA,1,145,130,NA,NA,"8.8888888888888804",964,"3",1
32080,43,NA,"MBI",NA,1,131,130,NA,NA,"25.555555555555532",729,"1",1
32080,44,NA,"MBI",NA,1,90,130,172,117,"34.444444444444414",936,"4",1
32080,45,NA,"MBI",NA,1,155,130,NA,NA,"58.888888888888836",801,"2",1
32080,46,NA,"STK",NA,1,80,130,78,50,"67.777777777777715",840,NA,2
32080,47,NA,"MBI",NA,1,105,130,NA,NA,"68.888888888888829",1077,"3",1
32080,48,NA,"MBI",NA,1,150,130,NA,NA,"72.222222222222157",1095,"3",1
32080,49,NA,"MBI",NA,1,127,130,NA,NA,"102.22222222222213",537,"3",1
32080,50,NA,"MBI",NA,1,183,130,NA,NA,"102.22222222222213",758,"2",1
32080,51,NA,"MBI",NA,1,115,130,NA,NA,"92.222222222222129",1139,"4",1
32080,52,NA,"MBI",NA,1,233,130,NA,NA,"136.66666666666654",719,"2",1
32080,53,NA,"MBI",NA,1,112,130,NA,NA,"114.44444444444433",939,"3",1
32080,54,NA,"MBI",NA,1,170,130,NA,NA,"119.99999999999989",1034,"2",1
32080,55,NA,"MBI",NA,1,107,130,NA,NA,"39.999999999999964",1125,"4",1
33050,1,NA,"SER",NA,NA,319,130,255,127,"295.55555555555526",165,"2",1
33050,2,NA,"SER",NA,NA,84,130,74,32,"244.4444444444442",196,NA,2
33050,3,NA,"SER",NA,NA,274,130,NA,NA,"283.33333333333309",564,"2",1
33050,4,NA,"SER",NA,NA,215,130,NA,NA,"274.44444444444417",691,"4",1
33050,5,NA,"SER",NA,NA,101,130,108,56,"268.88888888888863",865,NA,2
33050,6,NA,"SER",NA,NA,265,130,NA,NA,"266.6666666666664",1029,"3",1
33050,7,NA,"SER",NA,NA,199,130,NA,NA,"272.22222222222194",1246,"4",1
33050,8,NA,"SER",NA,NA,149.5,130,250,114,"325.55555555555526",633,"4",1
33050,9,NA,"SER",NA,NA,283,130,NA,NA,"302.22222222222194",837,"2",1
33050,10,NA,"SER",NA,NA,229,130,NA,NA,"331.1111111111108",882,"3",1
33050,11,NA,"SER",NA,NA,137,130,NA,NA,"344.44444444444412",874,"4",1
33050,12,NA,"SER",NA,NA,304,130,NA,NA,"314.44444444444412",1110,"2",1
33050,13,NA,"SER",NA,NA,135,130,NA,NA,"315.55555555555526",1181,"4",1
33050,14,NA,"SER",NA,NA,86,130,98,56,"339.99999999999966",1144,NA,2
33050,15,NA,"SER",NA,NA,260.1,130,230,150,"358.88888888888857",552,"2",1
33050,16,NA,"SER",NA,NA,145,130,NA,NA,"0",663,"4",1
33050,17,NA,"SER",NA,NA,231,130,182,109,"378.88888888888852",778,"2",1
33050,18,NA,"SER",NA,NA,251,130,NA,NA,"357.77777777777743",937,"3",1
33050,19,NA,"SER",NA,NA,180,130,185,135,"376.66666666666629",1007,"2",1
33050,20,NA,"SER",NA,NA,230,130,NA,NA,"364.44444444444412",1144,"2",1
33050,21,NA,"SER",NA,NA,288,130,NA,NA,"61.11111111111105",327,"2",1
33050,22,NA,"SER",NA,NA,241,130,NA,NA,"53.333333333333286",355,"4",1
33050,23,NA,"SER",NA,NA,218,130,NA,NA,"46.666666666666622",688,"4",1
33050,24,NA,"SER",NA,NA,245,130,NA,NA,"41.111111111111072",861,"3",1
33050,25,NA,"SER",NA,NA,275,130,NA,NA,"21.111111111111089",736,"3",1
33050,26,NA,"SER",NA,NA,312,130,NA,NA,"23.333333333333311",1100,"2",1
33050,27,NA,"SER",NA,NA,132,130,NA,NA,"9.9999999999999911",1087,NA,2
33050,28,NA,"SER",NA,NA,228,130,NA,NA,"3.3333333333333304",1096,"4",1
33050,29,NA,"SER",NA,NA,246,130,NA,NA,"5.55555555555555",1222,"3",1
33050,30,NA,"SER",NA,NA,214,130,NA,NA,"61.11111111111105",1012,"3",1
33050,31,NA,"SER",NA,NA,220,130,NA,NA,"63.333333333333272",1045,"3",1
33050,32,NA,"SER",NA,NA,164,130,NA,NA,"112.22222222222211",386,"4",1
33050,33,NA,"SER",NA,NA,258,130,NA,NA,"91.111111111111029",698,"4",1
33050,34,NA,"SER",NA,NA,318,130,NA,NA,"98.8888888888888",1126,"2",1
33050,35,NA,"SER",NA,NA,224,130,NA,NA,"112.22222222222211",1227,"3",1
33050,36,NA,"SER",NA,NA,129,130,NA,NA,"123.33333333333321",1125,NA,2
33050,37,NA,"SER",NA,NA,400.9,130,223,127,"127.77777777777766",649,"2",1
33050,38,NA,"SER",NA,NA,264,130,NA,NA,"168.88888888888872",638,"3",1
33050,39,NA,"SER",NA,NA,266,130,NA,NA,"168.88888888888872",671,"3",1
33050,40,NA,"SER",NA,NA,242,130,110,39,"183.33333333333317",830,NA,2
33050,41,NA,"SER",NA,NA,281.5,130,NA,NA,"173.33333333333317",948,"3",1
33050,42,NA,"SER",NA,NA,204,130,NA,NA,"154.44444444444429",332,"3",1
33050,43,NA,"SER",NA,NA,207,130,NA,NA,"187.7777777777776",501,"4",1
33050,44,NA,"SER",NA,NA,106,130,NA,NA,"203.33333333333314",1009,NA,2
33050,45,NA,"SER",NA,NA,400,130,NA,NA,"238.88888888888866",617,"2",1
33050,46,NA,"SER",NA,NA,298,130,NA,NA,"234.44444444444423",853,"2",1
33050,47,NA,"SER",NA,NA,286,130,NA,NA,"243.33333333333309",1237,"2",1
33050,48,NA,"SER",NA,NA,76,130,75,33,"242.222222222222",1159,NA,2
33010,1,NA,"SER",34,1,188.4,130,153,66,"282.22222222222194",169,"2",1
33010,2,NA,"SER",34,1,121,130,NA,NA,"279.99999999999972",332,"3",1
33010,3,NA,"SER",34,1,143.5,130,124,76,"292.22222222222194",522,"2",1
33010,4,NA,"SER",34,1,143,130,NA,NA,"269.99999999999972",722,"3",1
33010,5,NA,"SER",34,1,166,130,NA,NA,"248.88888888888866",768,"3",1
33010,6,NA,"SER",NA,1,97.2,130,70,49,"244.4444444444442",1002,NA,2
33010,7,NA,"SER",34,1,85,130,119,32,"232.222222222222",950,"4",1
33010,8,NA,"SER",34,1,191,130,NA,NA,"229.99999999999977",1160,"2",1
33010,9,NA,"SER",34,1,151,130,NA,NA,"213.33333333333314",861,"2",1
33010,10,NA,"SER",34,1,124,130,NA,NA,"215.55555555555534",723,"3",1
33010,11,NA,"SER",34,1,144,130,NA,NA,"202.22222222222203",565,"4",1
33010,12,NA,"SER",34,1,177,130,NA,NA,"177.7777777777776",347,"2",1
33010,13,NA,"SER",34,1,146,130,NA,NA,"233.33333333333312",532,"2",1
33010,14,NA,"SER",34,1,132,130,NA,NA,"223.33333333333312",268,"4",1
33010,15,NA,"SER",NA,1,91,130,86,35,"158.88888888888874",329,NA,2
33010,16,NA,"SER",34,1,193.9,130,139,59,"164.44444444444429",547,"2",1
33010,17,NA,"SER",NA,1,102,130,55,40,"187.7777777777776",723,NA,2
33010,18,NA,"SER",34,1,171,130,NA,NA,"164.44444444444429",847,"2",1
33010,19,NA,"SER",34,1,160,130,NA,NA,"181.11111111111094",941,NA,2
33010,20,NA,"SER",34,1,182,130,NA,NA,"188.88888888888872",1056,"3",1
33010,21,NA,"SER",34,1,98,130,NA,NA,"204.44444444444426",1062,"4",1
33010,22,NA,"SER",34,1,172,130,NA,NA,"211.11111111111092",1249,"2",1
33010,23,NA,"SER",NA,1,113,130,51,21,"138.88888888888874",761,NA,2
33010,24,NA,"SER",34,1,140,130,NA,NA,"133.3333333333332",1071,"2",1
33010,25,NA,"SER",34,1,183,130,NA,NA,"153.3333333333332",1172,"2",1
33010,26,NA,"SER",34,1,157,140,NA,NA,"124.44444444444433",1190,"2",1
33010,27,NA,"SER",34,1,79,130,NA,NA,"118.88888888888877",437,NA,2
33010,28,NA,"SER",34,1,100,130,NA,NA,"112.22222222222211",424,"4",1
33010,29,NA,"SER",34,1,188,130,NA,NA,"89.999999999999915",583,"2",1
33010,30,NA,"SER",34,1,114,130,NA,NA,"102.22222222222213",776,"4",1
33010,31,NA,"SER",34,1,196,130,NA,NA,"107.77777777777767",1040,"2",1
33010,32,NA,"SER",34,1,107,130,NA,NA,"65.555555555555486",433,"4",1
33010,33,NA,"SER",34,1,95,130,NA,NA,"63.333333333333272",753,"4",1
33010,34,NA,"SER",34,1,166,130,NA,NA,"81.111111111111029",992,"2",1
33010,35,NA,"SER",34,1,205.3,130,125,78,"63.333333333333272",1078,"2",1
33010,36,NA,"SER",NA,1,87,130,62,44,"53.333333333333286",1217,NA,2
33010,37,NA,"SER",34,1,201,130,NA,NA,"391.11111111111074",454,"2",1
33010,38,NA,"SER",34,1,156,130,NA,NA,"12.222222222222211",512,"3",1
33010,39,NA,"SER",34,1,80,130,NA,NA,"24.444444444444422",732,"4",1
33010,40,NA,"SER",34,1,218,130,NA,NA,"44.4444444444444",765,"2",1
33010,41,NA,"SER",34,1,167,130,NA,NA,"48.888888888888843",987,"2",1
33010,42,NA,"SER",NA,1,77,130,NA,NA,"29.999999999999972",931,NA,2
33010,43,NA,"SER",34,1,109,130,NA,NA,"17.777777777777761",1001,"4",1
33010,44,NA,"SER",34,1,169,130,NA,NA,"24.444444444444422",1164,"3",1
33010,45,NA,"SER",34,1,109,130,NA,NA,"5.55555555555555",966,"3",1
33010,46,NA,"SER",NA,1,97,130,NA,NA,"384.44444444444406",1098,NA,2
33010,47,NA,"SER",34,1,144,130,NA,NA,"389.9999999999996",1198,"3",1
33010,48,NA,"SER",34,1,101,130,NA,NA,"0",1076,"4",1
33010,49,NA,"SER",34,1,126,130,NA,NA,"314.44444444444412",396,"3",1
33010,50,NA,"SER",34,1,172,130,NA,NA,"332.22222222222189",576,"2",1
33010,51,NA,"SER",34,1,136,130,NA,NA,"325.55555555555526",866,"2",1
33010,52,NA,"SER",34,1,166,130,NA,NA,"318.88888888888857",1061,"3",1
33010,53,NA,"SER",34,1,166,130,NA,NA,"308.88888888888857",1156,"3",1
33010,54,NA,"SER",34,1,112,130,NA,NA,"295.55555555555526",1028,"2",1
33010,55,NA,"SER",34,1,127,130,NA,NA,"288.88888888888863",1106,"3",1
33010,56,NA,"SER",34,1,120,130,NA,NA,"303.33333333333303",1228,"4",1
33010,57,NA,"SER",34,1,144,130,NA,NA,"285.55555555555526",1229,"3",1
33010,58,NA,"SER",34,1,156,130,NA,NA,"279.99999999999972",1258,"3",1
33010,59,NA,"SER",34,1,138,130,NA,NA,"276.6666666666664",979,"3",1
33010,60,NA,"SER",34,1,170,130,NA,NA,"256.6666666666664",1243,"2",1
33010,61,NA,"SER",NA,1,75,130,NA,NA,"355.5555555555552",670,NA,2
33010,62,NA,"SER",34,1,159,130,NA,NA,"346.66666666666634",1123,"3",1
33010,63,NA,"SER",34,1,125,130,NA,NA,"365.5555555555552",1209,"3",1
33010,64,NA,"SER",34,1,136,130,NA,NA,"364.44444444444412",1232,"4",1
34030,1,NA,"GFI",70,1,240,130,NA,NA,"254.4444444444442",144,"2",1
34030,2,NA,"GFI",37,1,144,130,NA,NA,"339.99999999999966",165,"4",1
34030,3,NA,"GFI",37,1,129,130,NA,NA,"309.99999999999972",217,"4",1
34030,4,NA,"GFI",37,1,158,130,NA,NA,"242.222222222222",306,"3",1
34030,5,NA,"GFI",37,1,216,120,NA,NA,"254.4444444444442",381,"2",1
34030,6,NA,"GFI",37,1,150,130,NA,NA,"271.11111111111086",428,"4",1
34030,7,NA,"GFI",NA,1,93,150,NA,NA,"272.22222222222194",510,NA,2
34030,8,NA,"GFI",37,1,136.6,130,NA,NA,"283.33333333333309",587,"2",1
34030,9,NA,"GFI",37,1,194.5,130,NA,NA,"262.22222222222194",665,"2",1
34030,10,NA,"GFI",37,1,155,130,NA,NA,"296.6666666666664",716,"2",1
34030,11,NA,"GFI",37,1,213,130,NA,NA,"289.99999999999972",885,"3",1
34030,12,NA,"GFI",37,1,123,130,NA,NA,"276.6666666666664",1086,"4",1
34030,13,NA,"GFI",37,1,158,130,NA,NA,"272.22222222222194",1211,"2",1
34030,14,NA,"GFI",70,1,306,130,NA,NA,"297.77777777777749",1146,"2",1
34030,15,NA,"GFI",37,1,125,130,NA,NA,"344.44444444444412",382,"4",1
34030,16,NA,"GFI",37,1,160,130,NA,NA,"308.88888888888857",513,"4",1
34030,17,NA,"GFI",37,1,187,130,NA,NA,"354.44444444444412",686,"2",1
34030,18,NA,"GFI",37,1,134,130,NA,NA,"324.44444444444412",727,"3",1
34030,19,NA,"GFI",70,1,244,130,NA,NA,"337.77777777777743",1000,"2",1
34030,20,NA,"GFI",70,1,287,130,195,45,"335.55555555555526",1230,"2",1
34030,21,NA,"GFI",37,1,184,130,NA,NA,"328.88888888888857",1203,"4",1
34030,22,NA,"GFI",37,1,133,130,NA,NA,"315.55555555555526",1033,"3",1
34030,23,NA,"GFI",37,1,169,130,NA,NA,"309.99999999999972",1161,"3",1
34030,24,NA,"GFI",37,1,117,130,NA,NA,"303.33333333333303",1165,"4",1
34030,25,NA,"GFI",37,1,161,130,NA,NA,"1.1111111111111101",325,"3",1
34030,26,NA,"GFI",37,1,215,130,175,80,"11.1111111111111",449,"2",1
34030,27,NA,"GFI",37,1,134,130,NA,NA,"27.77777777777775",602,"3",1
34030,28,NA,"GFI",37,1,109,130,91,55,"sa",735,NA,2
34030,29,NA,"GFI",37,1,208,130,NA,NA,"8.8888888888888804",748,"4",1
34030,30,NA,"GFI",37,1,151,130,NA,NA,"371.11111111111074",523,"4",1
34030,31,NA,"GFI",70,1,268,130,NA,NA,"3.3333333333333304",947,"2",1
34030,32,NA,"GFI",37,1,184,130,NA,NA,"386.66666666666629",1039,"3",1
34030,33,NA,"GFI",NA,1,90,130,NA,NA,"8.8888888888888804",748,NA,2
34030,34,NA,"GFI",NA,1,96,160,NA,NA,"392.22222222222183",884,"4",1
34030,35,NA,"GFI",NA,1,75,130,65,38,"1.1111111111111101",586,NA,2
34030,36,NA,"GFI",NA,1,72,130,58,48,"3.3333333333333304",741,NA,2
34030,37,NA,"GFI",NA,1,78,130,74,53,"1.1111111111111101",832,NA,2
34030,38,NA,"GFI",37,1,219,130,NA,NA,"386.66666666666629",811,"2",1
34030,39,NA,"GFI",NA,1,120,130,NA,NA,"375.5555555555552",862,NA,2
34030,40,NA,"GFI",NA,1,105,130,NA,NA,"361.11111111111074",826,NA,2
34030,41,NA,"GFI",70,1,300,130,NA,NA,"358.88888888888857",991,"2",1
34030,42,NA,"GFI",37,1,208,130,NA,NA,"64.444444444444386",335,"2",1
34030,43,NA,"GFI",70,1,296,130,NA,NA,"66.6666666666666",545,"2",1
34030,44,NA,"GFI",37,1,220,130,NA,NA,"68.888888888888829",633,"3",1
34030,45,NA,"GFI",37,1,199,130,NA,NA,"78.888888888888815",686,"4",1
34030,46,NA,"GFI",70,1,246,130,NA,NA,"44.4444444444444",964,"2",1
34030,47,NA,"GFI",70,1,263,130,NA,NA,"55.5555555555555",1139,"2",1
34030,48,NA,"GFI",37,1,198,130,NA,NA,"75.555555555555486",1049,"2",1
34030,49,NA,"GFI",NA,1,82,130,NA,NA,"57.777777777777722",1197,NA,2
34030,50,NA,"GFI",70,1,294,130,NA,NA,"148.88888888888874",301,"2",1
34030,51,NA,"GFI",70,1,298,130,NA,NA,"107.77777777777767",425,"2",1
34030,52,NA,"GFI",70,1,309,130,NA,NA,"94.444444444444358",701,"2",1
34030,53,NA,"GFI",70,1,254,130,NA,NA,"87.7777777777777",843,"3",1
34030,54,NA,"GFI",70,1,256,130,NA,NA,"107.77777777777767",998,"2",1
34030,55,NA,"GFI",37,1,146,130,NA,NA,"97.777777777777686",1177,"4",1
34030,56,NA,"GFI",37,1,218,130,NA,NA,"134.44444444444431",784,"3",1
34030,57,NA,"GFI",37,1,178,130,NA,NA,"151.11111111111097",864,"3",1
34030,58,NA,"GFI",37,1,168,130,NA,NA,"145.55555555555543",1022,"3",1
34030,59,NA,"GFI",70,1,342,130,NA,NA,"138.88888888888874",1037,"2",1
34030,60,NA,"GFI",70,1,273,130,NA,NA,"148.88888888888874",1192,"2",1
34030,61,NA,"GFI",70,1,280,130,NA,NA,"117.77777777777767",1084,"2",1
34030,62,NA,"GFI",70,1,276,130,NA,NA,"212.22222222222203",331,"2",1
34030,63,NA,"GFI",37,1,112,130,NA,NA,"222.222222222222",574,"4",1
34030,64,NA,"GFI",70,1,299,130,NA,NA,"242.222222222222",663,"2",1
34030,65,NA,"GFI",NA,1,96,130,NA,NA,"213.33333333333314",791,NA,2
34030,66,NA,"GFI",70,1,269,130,NA,NA,"224.44444444444423",930,"2",1
34030,67,NA,"GFI",37,1,233,130,NA,NA,"246.66666666666643",972,"2",1
34030,68,NA,"GFI",37,1,105,130,NA,NA,"257.77777777777754",932,"4",1
34030,69,NA,"GFI",37,1,111,130,NA,NA,"261.11111111111086",1131,"4",1
34030,70,NA,"GFI",37,1,160,130,NA,NA,"178.88888888888872",595,"4",1
34030,71,NA,"GFI",70,1,313,130,NA,NA,"168.88888888888872",827,"2",1
34030,72,NA,"GFI",37,1,108,130,NA,NA,"165.5555555555554",929,"4",1
34030,73,NA,"GFI",NA,1,124,130,NA,NA,"176.66666666666649",986,NA,2
34030,74,NA,"GFI",37,1,195,140,NA,NA,"165.5555555555554",1255,"3",1
34030,75,NA,"GFI",119,1,396,130,NA,NA,"174.44444444444429",1249,"2",1
34040,1,NA,"GFI",83,1,291,130,285,82,"175.5555555555554",165,"2",1
34040,2,NA,"GFI",106,1,409,130,NA,NA,"158.88888888888874",377,"2",1
34040,3,NA,"GFI",66,1,262,130,NA,NA,"123.33333333333321",722,"2",1
34040,4,NA,"GFI",83,1,307,130,NA,NA,"127.77777777777766",957,"3",1
34040,5,NA,"GFI",83,1,346,130,NA,NA,"111.111111111111",1072,"2",1
34040,6,NA,"GFI",66,1,249,150,214,110,"87.7777777777777",1112,"3",1
34040,7,NA,"GFI",66,1,270,130,NA,NA,"72.222222222222157",678,"2",1
34040,8,NA,"GFI",83,1,382,130,275,162,"61.11111111111105",1150,"2",1
34040,9,NA,"GFI",83,1,364,130,NA,NA,"31.111111111111082",1079,"2",1
34040,10,NA,"GFI",106,1,444,130,NA,NA,"395.5555555555552",886,"2",1
34040,11,NA,"GFI",66,1,192,130,NA,NA,"24.444444444444422",488,NA,2
34040,12,NA,"GFI",106,1,408.7,130,280,94,"387.77777777777743",270,"2",1
34040,13,NA,"GFI",83,1,337,130,NA,NA,"346.66666666666634",1032,"2",1
34040,14,NA,"GFI",106,1,544.5,130,286,158,"311.1111111111108",622,"1",1
34040,15,NA,"GFI",83,1,332,130,NA,NA,"289.99999999999972",1163,"2",1
34040,16,NA,"GFI",66,1,149.7,130,127,93,"261.11111111111086",671,NA,2
34040,17,NA,"GFI",83,1,327.7,130,284,120,"238.88888888888866",541,"2",1
34040,18,NA,"GFI",83,1,373,130,NA,NA,"224.44444444444423",571,"2",1
34040,19,NA,"GFI",66,1,233,130,NA,NA,"223.33333333333312",815,"4",1
34040,20,NA,"GFI",106,1,462,130,286,177,"244.4444444444442",986,"2",1
34040,21,NA,"GFI",83,1,302,130,NA,NA,"196.66666666666649",898,"2",1
34020,1,NA,"BKI",60,1,147.2,130,72,44,"12.222222222222211",157,"3",1
34020,2,NA,"BKI",60,1,120.8,130,69,42,"397.77777777777737",207,"3",1
34020,3,NA,"BKI",60,1,78,130,NA,NA,"384.44444444444406",241,"3",1
34020,4,NA,"BKI",60,1,74,130,NA,NA,"54.444444444444393",275,"3",1
34020,5,NA,"BKI",60,1,126,130,NA,NA,"42.222222222222179",317,"3",1
34020,6,NA,"BKI",60,1,96,130,NA,NA,"28.888888888888861",331,"3",1
34020,7,NA,"BKI",60,1,72,130,NA,NA,"43.333333333333293",372,"3",1
34020,8,NA,"BKI",60,1,172,130,NA,NA,"17.777777777777761",499,"3",1
34020,9,NA,"BKI",60,1,72,130,NA,NA,"44.4444444444444",566,"3",1
34020,10,NA,"BKI",60,1,103,130,NA,NA,"33.3333333333333",733,"4",1
34020,11,NA,"BKI",60,1,71,130,NA,NA,"34.444444444444414",892,"3",1
34020,12,NA,"BKI",60,1,103,130,NA,NA,"22.2222222222222",1028,"3",1
34020,13,NA,"BKI",60,1,126,130,NA,NA,"5.55555555555555",1109,"3",1
34020,14,NA,"BKI",60,1,99,130,NA,NA,"5.55555555555555",1164,"2",1
34020,15,NA,"BKI",60,1,105,130,NA,NA,"1.1111111111111101",1203,"2",1
34020,16,NA,"BKI",60,1,75,130,NA,NA,"388.88888888888852",531,"3",1
34020,17,NA,"BKI",60,1,155,130,NA,NA,"392.22222222222183",602,"2",1
34020,18,NA,"BKI",60,1,101,130,NA,NA,"397.77777777777737",759,"3",1
34020,19,NA,"BKI",60,1,107,130,NA,NA,"391.11111111111074",787,"3",1
34020,20,NA,"BKI",60,1,90,130,NA,NA,"395.5555555555552",863,"3",1
34020,21,NA,"BKI",60,1,165,130,NA,NA,"387.77777777777743",1194,"2",1
34020,22,NA,"BKI",60,1,110,130,NA,NA,"387.77777777777743",1260,"2",1
34020,23,NA,"BKI",60,1,77,130,NA,NA,"385.5555555555552",1241,"3",1
34020,24,NA,"BKI",60,1,75,130,NA,NA,"355.5555555555552",710,"3",1
34020,25,NA,"BKI",60,1,90,130,NA,NA,"345.5555555555552",772,"3",1
34020,26,NA,"BKI",60,1,76,130,NA,NA,"339.99999999999966",790,"3",1
34020,27,NA,"BKI",60,1,91,130,NA,NA,"331.1111111111108",982,"3",1
34020,28,NA,"BKI",60,1,127,130,NA,NA,"328.88888888888857",1023,"3",1
34020,29,NA,"BKI",60,1,74,130,NA,NA,"318.88888888888857",863,"2",1
34020,30,NA,"BKI",60,1,110,130,NA,NA,"299.99999999999972",1053,"2",1
34020,31,NA,"BKI",60,1,110,130,NA,NA,"304.44444444444417",881,"2",1
34020,32,NA,"BKI",60,1,85,130,NA,NA,"302.22222222222194",688,"4",1
34020,33,NA,"BKI",60,1,85,130,NA,NA,"285.55555555555526",744,"3",1
34020,34,NA,"BKI",60,1,90,130,NA,NA,"279.99999999999972",777,"3",1
34020,35,NA,"BKI",60,1,104,130,NA,NA,"269.99999999999972",907,"3",1
34020,36,NA,"BKI",60,1,78,130,NA,NA,"266.6666666666664",828,"3",1
34020,37,NA,"BKI",60,1,106,130,NA,NA,"294.44444444444417",659,"3",1
34020,38,NA,"BKI",60,1,87,130,NA,NA,"279.99999999999972",608,"3",1
34020,39,NA,"BKI",60,1,98,130,NA,NA,"261.11111111111086",457,"2",1
34020,40,NA,"BKI",60,1,79.2,130,40,26,"227.77777777777757",340,"3",1
34020,41,NA,"BKI",60,1,80,130,NA,NA,"228.88888888888866",342,"3",1
34020,42,NA,"BKI",60,1,72,130,NA,NA,"223.33333333333312",371,"3",1
34020,43,NA,"BKI",60,1,91,130,NA,NA,"215.55555555555534",492,"3",1
34020,44,NA,"BKI",60,1,71,130,NA,NA,"235.55555555555534",428,"3",1
34020,45,NA,"BKI",60,1,75,130,NA,NA,"247.77777777777754",518,"3",1
34020,46,NA,"BKI",60,1,90,130,NA,NA,"239.99999999999977",578,"3",1
34020,47,NA,"BKI",60,1,79,130,NA,NA,"222.222222222222",519,"4",1
34020,48,NA,"BKI",60,1,89,130,NA,NA,"218.88888888888869",570,"3",1
34020,49,NA,"BKI",60,1,102,130,NA,NA,"212.22222222222203",854,"3",1
34020,50,NA,"BKI",60,1,140,130,NA,NA,"222.222222222222",991,"2",1
34020,51,NA,"BKI",60,1,95,130,NA,NA,"224.44444444444423",1190,"3",1
34020,52,NA,"BKI",60,1,114,130,NA,NA,"221.11111111111089",1219,"3",1
34020,53,NA,"BKI",60,1,96,130,NA,NA,"207.77777777777757",1108,"3",1
34020,54,NA,"BKI",60,1,125,130,NA,NA,"224.44444444444423",1248,"3",1
34020,55,NA,"BKI",60,1,104,130,NA,NA,"207.77777777777757",1207,"3",1
34020,56,NA,"BKI",60,1,85,130,NA,NA,"202.22222222222203",1102,"2",1
34020,57,NA,"BKI",60,1,104,130,NA,NA,"202.22222222222203",1235,"2",1
34020,58,NA,"BKI",60,1,78,130,NA,NA,"153.3333333333332",607,"2",1
34020,59,NA,"BKI",60,1,84,130,NA,NA,"111.111111111111",335,"3",1
34020,60,NA,"BKI",60,1,100,130,NA,NA,"116.66666666666656",382,"3",1
34020,61,NA,"BKI",60,1,96,130,NA,NA,"113.33333333333323",464,"4",1
